year,gender,segment,rank_segment,skater,nation,tss,tes,pcs,ded,rank_segment_num,has_deduction,tes_pcs_ratio
2022,W,SP,19,PAGANINI Alexia,SUI,61.06,32.03,29.03,0,19.0,0,1.1033413709955218
2022,W,SP,20,SCHIZAS Madeline,CAN,60.53,29.61,30.92,0,20.0,0,0.9576326002587321
2022,W,SP,21,KIIBUS Eva-Lotta,EST,59.55,30.89,29.66,1,21.0,1,1.0414699932569116
2022,W,SP,22,van ZUNDERT Lindsay,NED,59.24,32.12,27.12,0,22.0,0,1.1843657817109143
2022,W,SP,23,FEIGIN Alexandra,BUL,59.16,32.36,26.8,0,23.0,0,1.207462686567164
2022,W,SP,24,KURAKOVA Ekaterina,POL,59.08,28.42,30.66,0,24.0,0,0.9269406392694064
2022,W,SP,25,SAARINEN Jenni,FIN,56.97,27.79,29.18,0,25.0,0,0.9523646333104866
2022,W,SP,26,TALJEGARD Josefin,SWE,54.51,26.11,28.4,0,26.0,0,0.9193661971830986
2022,W,SP,27,ZHU Yi,CHN,53.44,26.37,27.07,0,27.0,0,0.9741411156261545
2022,W,SP,28,McKAY Natasha,GBR,52.54,26.2,27.34,1,28.0,1,0.958302852962692
2022,W,SP,29,CRAINE Kailani,AUS,49.93,22.78,27.15,0,29.0,0,0.8390423572744016
2022,W,SP,30,SHABOTOVA Anastasiia,UKR,48.68,24.04,25.64,1,30.0,1,0.937597503900156
2022,W,FS,1,TRUSOVA Alexandra,ROC,177.13,106.16,70.97,0,1.0,0,1.4958433140763703
2022,W,FS,2,SHCHERBAKOVA Anna,ROC,175.75,100.49,75.26,0,2.0,0,1.3352378421472229
2022,W,FS,3,SAKAMOTO Kaori,JPN,153.29,78.9,74.39,0,3.0,0,1.0606264282833715
2022,W,FS,4,YOU Young,KOR,142.75,74.16,68.59,0,4.0,0,1.081207173057297
2022,W,FS,DSQ,VALIEVA Kamila,ROC,0.0,0.0,0.0,0,,0,
2022,W,FS,6,HIGUCHI Wakaba,JPN,140.93,72.67,69.26,1,6.0,1,1.049234767542593
2022,W,FS,7,LIU Alysa,USA,139.45,71.95,67.5,0,7.0,0,1.065925925925926
2022,W,FS,8,BELL Mariah,USA,136.92,68.25,68.67,0,8.0,0,0.9938837920489296
2022,W,FS,9,HENDRICKX Loena,BEL,136.7,66.19,70.51,0,9.0,0,0.9387320947383349
2022,W,FS,10,GUBANOVA Anastasiia,GEO,135.58,70.06,65.52,0,10.0,0,1.0692918192918195
2022,W,FS,11,KIM Yelim,KOR,134.85,68.61,66.24,0,11.0,0,1.0357789855072463
2022,W,FS,12,KURAKOVA Ekaterina,POL,126.76,66.24,60.52,0,12.0,0,1.0945142101784533
2022,W,FS,13,SAFONOVA Viktoriia,BLR,123.37,65.54,57.83,0,13.0,0,1.1333218052913714
2022,W,FS,14,MIKUTINA Olga,AUT,121.06,61.12,59.94,0,14.0,0,1.0196863530196862
2022,W,FS,15,RYABOVA Ekaterina,AZE,118.15,59.58,58.57,0,15.0,0,1.017244323032269
2022,W,FS,16,van ZUNDERT Lindsay,NED,116.57,61.74,54.83,0,16.0,0,1.1260258982308955
2022,W,FS,17,CHEN Karen,USA,115.82,51.61,65.21,1,17.0,1,0.7914430302100905
2022,W,FS,18,SCHIZAS Madeline,CAN,115.03,53.68,62.35,1,18.0,1,0.8609462710505212
2022,W,FS,19,SCHOTT Nicole,GER,114.52,56.28,60.24,2,19.0,1,0.9342629482071713
2022,W,FS,20,KIIBUS Eva-Lotta,EST,112.2,54.27,58.93,1,20.0,1,0.9209231291362634
2022,W,FS,21,BREZINOVA Eliska,CZE,111.1,54.81,58.29,2,21.0,1,0.9402985074626866
2022,W,FS,22,PAGANINI Alexia,SUI,107.85,50.01,57.84,0,22.0,0,0.8646265560165974
2022,W,FS,23,KAWABE Mana,JPN,104.04,47.87,60.17,4,23.0,1,0.7955791922885158
2022,W,FS,24,FEIGIN Alexandra,BUL,100.15,49.89,51.26,1,24.0,1,0.9732735076082716
2022,W,FS,25,SAARINEN Jenni,FIN,96.07,45.96,54.11,4,25.0,1,0.8493808907780448
2026,M,SP,1,MALININ Ilia,USA,108.16,62.35,45.81,0,1.0,0,1.3610565378738266
2026,M,SP,2,KAGIYAMA Yuma,JPN,103.07,56.5,46.57,0,2.0,0,1.213227399613485
2026,M,SP,3,SIAO HIM FA Adam,FRA,102.55,57.27,45.28,0,3.0,0,1.264796819787986
2026,M,SP,4,GRASSL Daniel,ITA,93.46,52.73,40.73,0,4.0,0,1.2946231279155413
2026,M,SP,5,SHAIDOROV Mikhail,KAZ,92.94,52.45,40.49,0,5.0,0,1.2953815756977032
2026,M,SP,6,CHA Junhwan,KOR,92.72,50.08,42.64,0,6.0,0,1.174484052532833
2026,M,SP,7,AYMOZ Kevin,FRA,92.64,48.55,44.09,0,7.0,0,1.1011567248809253
2026,M,SP,8,TORGASHEV Andrew,USA,88.94,48.56,40.38,0,8.0,0,1.2025755324418028
2026,M,SP,9,SATO Shun,JPN,88.7,46.77,41.93,0,9.0,0,1.1154304793703793
2026,M,SP,10,GOGOLEV Stephen,CAN,87.41,48.23,39.18,0,10.0,0,1.2309851965288412
2026,M,SP,11,MARSAK Kyrylo,UKR,86.89,49.2,37.69,0,11.0,0,1.305386044043513
2026,M,SP,12,GUMENNIK Petr,AIN,86.72,48.43,38.29,0,12.0,0,1.264821102115435
2026,M,SP,13,JIN Boyang,CHN,86.55,47.79,38.76,0,13.0,0,1.2329721362229102
2026,M,SP,14,NAUMOV Maxim,USA,85.65,47.77,37.88,0,14.0,0,1.2610876451953537
2026,M,SP,15,EGADZE Nika,GEO,85.11,45.85,39.26,0,15.0,0,1.1678553234844626
2026,M,SP,16,RIZZO Matteo,ITA,84.3,42.49,41.81,0,16.0,0,1.0162640516622818
2026,M,SP,17,VASILJEVS Deniss,LAT,82.44,42.34,40.1,0,17.0,0,1.055860349127182
2026,M,SP,18,SELEVKO Aleksandr,EST,82.02,41.33,41.69,1,18.0,1,0.9913648356920125
2026,M,SP,19,BRITSCHGI Lukas,SUI,80.87,40.61,40.26,0,19.0,0,1.0086934923000497
2026,M,SP,20,HAGARA Adam,SVK,80.3,45.17,35.13,0,20.0,0,1.2857956162823796
2026,M,SP,21,SAMOILOV Vladimir,POL,77.57,40.88,36.69,0,21.0,0,1.114200054510766
2026,M,SP,22,MIURA Kao,JPN,76.77,37.44,40.33,1,22.0,1,0.9283411852219191
2026,M,SP,23,CARRILLO Donovan,MEX,75.56,39.71,36.85,1,23.0,1,1.0776119402985074
2026,M,SP,24,LI Yu-Hsiang,TPE,72.41,39.84,32.57,0,24.0,0,1.223211544365981
2026,M,SP,25,GUARINO SABATE Tomas,ESP,69.8,34.25,35.55,0,25.0,0,0.9634317862165964
2026,M,SP,26,KIM Hyungyeom,KOR,69.3,37.92,32.38,1,26.0,1,1.1710932674490426
2026,M,SP,27,NORDEBACK Andreas,SWE,67.15,31.45,35.7,0,27.0,0,0.8809523809523808
2026,M,SP,28,KULISS Fedirs,LAT,66.86,35.83,32.03,1,28.0,1,1.1186387761473617
2026,M,SP,29,LITVINTSEV Vladimir,AZE,63.63,31.13,32.5,0,29.0,0,0.9578461538461538
2026,M,FS,1,SHAIDOROV Mikhail,KAZ,198.64,114.68,83.96,0,1.0,0,1.365888518342068
2026,M,FS,2,GOGOLEV Stephen,CAN,186.37,103.22,83.15,0,2.0,0,1.2413710162357185
2026,M,FS,3,SATO Shun,JPN,186.2,101.85,84.35,0,3.0,0,1.2074688796680497
2026,M,FS,4,GUMENNIK Petr,AIN,184.49,103.84,80.65,0,4.0,0,1.2875387476751394
2026,M,FS,5,CHA Junhwan,KOR,181.2,95.16,87.04,1,5.0,1,1.0932904411764706
2026,M,FS,6,KAGIYAMA Yuma,JPN,176.99,92.15,85.84,1,6.0,1,1.0735088536812676
2026,M,FS,7,EGADZE Nika,GEO,175.16,96.23,79.93,1,7.0,1,1.2039284373827097
2026,M,FS,8,GRASSL Daniel,ITA,170.25,88.79,81.46,0,8.0,0,1.0899828136508718
2026,M,FS,9,TORGASHEV Andrew,USA,170.12,86.16,83.96,0,9.0,0,1.026202953787518
2026,M,FS,10,MIURA Kao,JPN,170.11,92.72,78.39,1,10.0,1,1.1828039290725858
2026,M,FS,11,AYMOZ Kevin,FRA,167.3,81.45,85.85,0,11.0,0,0.9487478159580665
2026,M,FS,12,SIAO HIM FA Adam,FRA,166.72,84.97,82.75,1,12.0,1,1.0268277945619335
2026,M,FS,13,BRITSCHGI Lukas,SUI,165.77,85.01,80.76,0,13.0,0,1.0526250619118376
2026,M,FS,14,RIZZO Matteo,ITA,158.88,76.32,82.56,0,14.0,0,0.9244186046511627
2026,M,FS,15,MALININ Ilia,USA,156.33,76.61,81.72,2,15.0,1,0.9374694077337249
2026,M,FS,16,SELEVKO Aleksandr,EST,154.8,77.05,77.75,0,16.0,0,0.9909967845659163
2026,M,FS,17,SAMOILOV Vladimir,POL,144.68,72.65,73.03,1,17.0,1,0.9947966589072984
2026,M,FS,18,VASILJEVS Deniss,LAT,144.02,67.07,76.95,0,18.0,0,0.8716049382716048
2026,M,FS,19,CARRILLO Donovan,MEX,143.5,71.56,71.94,0,19.0,0,0.9947178204058938
2026,M,FS,20,JIN Boyang,CHN,142.53,70.87,72.66,1,20.0,1,0.9753647123589321
2026,M,FS,21,LI Yu-Hsiang,TPE,141.92,77.25,64.67,0,21.0,0,1.1945260553579713
2026,M,FS,22,NAUMOV Maxim,USA,137.71,64.66,75.05,2,22.0,1,0.8615589606928714
2026,M,FS,23,MARSAK Kyrylo,UKR,137.28,64.92,73.36,1,23.0,1,0.8849509269356598
2026,M,FS,24,HAGARA Adam,SVK,122.08,61.91,62.17,2,24.0,1,0.9958179186102621
2026,W,SP,1,NAKAI Ami,JPN,78.71,45.02,33.69,0,1.0,0,1.3363015731671122
2026,W,SP,2,SAKAMOTO Kaori,JPN,77.23,40.08,37.15,0,2.0,0,1.0788694481830416
2026,W,SP,3,LIU Alysa,USA,76.59,41.34,35.25,0,3.0,0,1.1727659574468086
2026,W,SP,4,CHIBA Mone,JPN,74.0,38.72,35.28,0,4.0,0,1.0975056689342404
2026,W,SP,5,PETROSIAN Adeliia,AIN,72.89,40.44,32.45,0,5.0,0,1.2462249614791985
2026,W,SP,6,GUBANOVA Anastasiia,GEO,71.77,38.28,33.49,0,6.0,0,1.1430277694834279
2026,W,SP,7,HENDRICKX Loena,BEL,70.93,36.92,34.01,0,7.0,0,1.0855630696853868
2026,W,SP,8,LEVITO Isabeau,USA,70.84,36.77,34.07,0,8.0,0,1.0792486058115645
2026,W,SP,9,LEE Haein,KOR,70.07,37.61,32.46,0,9.0,0,1.158656808379544
2026,W,SP,10,PETROKINA Niina,EST,69.63,36.8,32.83,0,10.0,0,1.1209259823332318
2026,W,SP,11,PINZARRONE Nina,BEL,68.97,36.86,32.11,0,11.0,0,1.1479289940828403
2026,W,SP,12,SAMODELKINA Sofia,KAZ,68.47,36.42,32.05,0,12.0,0,1.1363494539781593
2026,W,SP,13,GLENN Amber,USA,67.39,34.19,33.2,0,13.0,0,1.0298192771084336
2026,W,SP,14,SHIN Jia,KOR,65.66,35.79,30.87,1,14.0,1,1.1593780369290572
2026,W,SP,15,KARHUNEN Iida,FIN,65.06,36.22,28.84,0,15.0,0,1.255894590846047
2026,W,SP,16,SAUTER Julia,ROU,63.13,34.15,28.98,0,16.0,0,1.1783988957902
2026,W,SP,17,MIKUTINA Olga,AUT,61.72,32.64,29.08,0,17.0,0,1.1224209078404404
2026,W,SP,18,GUTMANN Lara Naki,ITA,61.56,29.5,32.06,0,18.0,0,0.9201497192763568
2026,W,SP,19,KURAKOVA Ekaterina,POL,60.14,31.56,28.58,0,19.0,0,1.1042687193841847
2026,W,SP,20,ZHANG Ruiyang,CHN,59.38,32.64,26.74,0,20.0,0,1.2206432311144353
2026,W,SP,21,REPOND Kimmy,SUI,59.2,29.84,29.36,0,21.0,0,1.0163487738419619
2026,W,SP,22,SENIUK Mariia,ISR,58.61,32.15,26.46,0,22.0,0,1.2150415721844292
2026,W,SP,23,KAISER Livia,SUI,55.69,30.62,26.07,1,23.0,1,1.174530111238972
2026,W,SP,24,SCHILD Lorine,FRA,55.63,29.32,26.31,0,24.0,0,1.1144051691372103
2026,W,SP,25,SCHIZAS Madeline,CAN,55.38,26.39,28.99,0,25.0,0,0.9103139013452916
2026,W,SP,26,SAFONOVA Viktoriia,AIN,54.57,29.15,25.42,0,26.0,0,1.1467348544453184
2026,W,SP,27,VARIAKOJYTE Meda,LTU,53.86,29.77,24.09,0,27.0,0,1.2357824823578247
2026,W,SP,28,FEIGIN Alexandra,BUL,53.42,28.77,24.65,0,28.0,0,1.1671399594320486
2026,W,SP,29,SPOURS Kristen,GBR,45.54,21.55,23.99,0,29.0,0,0.8982909545644019
2026,W,FS,1,LIU Alysa,USA,150.2,77.74,72.46,0,1.0,0,1.0728677891250344
2026,W,FS,2,SAKAMOTO Kaori,JPN,147.67,72.83,74.84,0,2.0,0,0.9731427044361304
2026,W,FS,3,GLENN Amber,USA,147.52,78.87,68.65,0,3.0,0,1.148871085214858
2026,W,FS,4,CHIBA Mone,JPN,143.88,74.46,69.42,0,4.0,0,1.072601555747623
2026,W,FS,5,PETROSIAN Adeliia,AIN,141.64,76.93,65.71,1,5.0,1,1.1707502663217169
2026,W,FS,6,PETROKINA Niina,EST,141.19,74.82,66.37,0,6.0,0,1.127316558686153
2026,W,FS,7,SHIN Jia,KOR,141.02,75.05,65.97,0,7.0,0,1.1376383204486888
2026,W,FS,8,LEE Haein,KOR,140.49,74.15,66.34,0,8.0,0,1.1177268616219476
2026,W,FS,9,NAKAI Ami,JPN,140.45,72.53,67.92,0,9.0,0,1.0678739693757362
2026,W,FS,10,SAMODELKINA Sofia,KAZ,138.99,73.77,65.22,0,10.0,0,1.1310947562097515
2026,W,FS,11,GUBANOVA Anastasiia,GEO,138.22,71.39,66.83,0,11.0,0,1.0682328295675596
2026,W,FS,12,GUTMANN Lara Naki,ITA,134.19,69.73,64.46,0,12.0,0,1.0817561278312133
2026,W,FS,13,LEVITO Isabeau,USA,131.96,64.5,68.46,1,13.0,1,0.9421560035056968
2026,W,FS,14,PINZARRONE Nina,BEL,131.33,67.63,63.7,0,14.0,0,1.061695447409733
2026,W,FS,15,HENDRICKX Loena,BEL,128.72,61.49,67.23,0,15.0,0,0.9146214487579949
2026,W,FS,16,SAUTER Julia,ROU,127.8,66.28,61.52,0,16.0,0,1.077373211963589
2026,W,FS,17,KARHUNEN Iida,FIN,127.73,68.43,59.3,0,17.0,0,1.1539629005059024
2026,W,FS,18,MIKUTINA Olga,AUT,123.87,64.06,59.81,0,18.0,0,1.0710583514462464
2026,W,FS,19,ZHANG Ruiyang,CHN,118.65,61.54,57.11,0,19.0,0,1.0775696025214498
2026,W,FS,20,KAISER Livia,SUI,115.83,62.95,53.88,1,20.0,1,1.1683370452858204
2026,W,FS,21,KURAKOVA Ekaterina,POL,113.23,56.6,56.63,0,21.0,0,0.9994702454529402
2026,W,FS,22,SCHILD Lorine,FRA,111.45,59.41,52.04,0,22.0,0,1.1416218293620293
2026,W,FS,23,REPOND Kimmy,SUI,100.34,51.21,53.13,4,23.0,1,0.96386222473179
2026,W,FS,24,SENIUK Mariia,ISR,94.0,44.64,50.36,1,24.0,1,0.886417791898332
