year,gender,segment,rank_segment,skater,nation,tss,tes,pcs,ded,rank_segment_num,has_deduction,tes_pcs_ratio
2006,M,SP,1,PLUSHENKO Evgeni,RUS,90.66,49.69,40.97,0,1.0,0,1.2128386624359286
2006,M,SP,2,WEIR Johnny,USA,80.0,40.99,39.01,0,2.0,0,1.050756216354781
2006,M,SP,3,LAMBIEL Stephane,SUI,79.04,40.61,38.43,0,3.0,0,1.056726515742909
2006,M,SP,4,JOUBERT Brian,FRA,77.77,40.59,37.18,0,4.0,0,1.091715976331361
2006,M,SP,5,TAKAHASHI Daisuke,JPN,73.77,38.45,35.32,0,5.0,0,1.0886183465458665
2006,M,SP,6,BUTTLE Jeffrey,CAN,73.29,37.01,37.28,1,6.0,1,0.9927575107296136
2006,M,SP,7,SANDHU Emanuel,CAN,69.75,33.0,37.75,1,7.0,1,0.8741721854304636
2006,M,SP,8,SAVOIE Matthew,USA,69.15,35.22,33.93,0,8.0,0,1.0380194518125552
2006,M,SP,9,CHIPER Gheorghe,ROM,67.66,37.12,30.54,0,9.0,0,1.2154551407989522
2006,M,SP,10,LYSACEK Evan,USA,67.55,33.8,34.75,1,10.0,1,0.9726618705035971
2006,M,SP,11,ZHANG Min,CHN,67.39,36.29,31.1,0,11.0,0,1.1668810289389067
2006,M,SP,12,SAWYER Shawn,CAN,67.2,35.02,32.18,0,12.0,0,1.0882535736482288
2006,M,SP,13,VAN DER PERREN Kevin,BEL,65.36,33.5,32.86,1,13.0,1,1.0194765672550212
2006,M,SP,14,DAVYDOV Sergei,BLR,64.65,35.58,29.07,0,14.0,0,1.2239422084623321
2006,M,SP,15,DINEV Ivan,BUL,63.64,34.29,29.35,0,15.0,0,1.168313458262351
2006,M,SP,16,KOVALEVSKI Anton,UKR,63.41,33.95,29.46,0,16.0,0,1.1524100475220638
2006,M,SP,17,PFEIFER Viktor,AUT,62.17,34.28,27.89,0,17.0,0,1.2291143779132305
2006,M,SP,18,KLIMKIN Ilia,RUS,61.61,29.9,31.71,0,18.0,0,0.9429202144433931
2006,M,SP,19,DAMBIER Frederic,FRA,61.17,30.48,31.69,1,19.0,1,0.9618176080782581
2006,M,SP,20,LINDEMANN Stefan,GER,60.52,27.94,32.58,0,20.0,0,0.8575813382443217
2006,M,SP,21,LI Chengjiang,CHN,60.23,30.55,30.68,1,21.0,1,0.9957627118644068
2006,M,SP,22,VERNER Tomas,CZE,59.71,30.25,29.46,0,22.0,0,1.026816021724372
2006,M,SP,23,BERNTSSON Kristoffer,SWE,59.55,31.34,28.21,0,23.0,0,1.1109535625664657
2006,M,SP,24,TOTH Zoltan,HUN,55.07,29.67,25.4,0,24.0,0,1.1681102362204725
2006,M,SP,25,ZELENKA Karel,ITA,53.46,27.96,26.5,1,25.0,1,1.0550943396226415
2006,M,SP,26,ZIVANOVIC Trifun,SCG,53.4,29.44,23.96,0,26.0,0,1.2287145242070117
2006,M,SP,27,OTHMAN Jamal,SUI,52.18,24.46,27.72,0,27.0,0,0.8823953823953825
2006,M,SP,28,MURVANIDZE Vakhtang,GEO,49.68,24.32,26.36,1,28.0,1,0.9226100151745069
2006,M,SP,29,URBAS Gregor,SLO,46.48,20.28,26.2,0,29.0,0,0.7740458015267176
2006,M,SP,30,HAN Jong In,PRK,42.11,19.5,22.62,0,30.0,0,0.8620689655172413
2006,M,FS,1,PLUSHENKO Evgeni,RUS,167.67,85.25,82.42,0,1.0,0,1.0343363261344334
2006,M,FS,2,BUTTLE Jeffrey,CAN,154.3,76.8,78.5,1,2.0,1,0.978343949044586
2006,M,FS,3,LYSACEK Evan,USA,152.58,78.24,74.34,0,3.0,0,1.052461662631154
2006,M,FS,4,LAMBIEL Stephane,SUI,152.17,76.89,76.28,1,4.0,1,1.0079968536969062
2006,M,FS,5,SAVOIE Matthew,USA,137.52,65.8,71.72,0,5.0,0,0.9174567763524818
2006,M,FS,6,WEIR Johnny,USA,136.63,61.27,75.36,0,6.0,0,0.8130307855626328
2006,M,FS,7,JOUBERT Brian,FRA,135.12,62.54,73.58,1,7.0,1,0.8499592280511008
2006,M,FS,8,VAN DER PERREN Kevin,BEL,132.03,66.01,66.02,0,8.0,0,0.9998485307482582
2006,M,FS,9,TAKAHASHI Daisuke,JPN,131.12,58.82,73.3,1,9.0,1,0.802455661664393
2006,M,FS,10,KLIMKIN Ilia,RUS,130.19,65.97,65.22,1,10.0,1,1.0114995400183993
2006,M,FS,11,ZHANG Min,CHN,128.88,65.16,63.72,0,11.0,0,1.0225988700564972
2006,M,FS,12,SAWYER Shawn,CAN,123.63,55.13,68.5,0,12.0,0,0.8048175182481753
2006,M,FS,13,LI Chengjiang,CHN,121.98,66.04,56.94,1,13.0,1,1.1598173515981736
2006,M,FS,14,SANDHU Emanuel,CAN,120.49,52.27,70.22,2,14.0,1,0.7443748219880376
2006,M,FS,15,VERNER Tomas,CZE,120.36,63.14,57.22,0,15.0,0,1.1034603285564488
2006,M,FS,16,DAVYDOV Sergei,BLR,119.94,59.0,60.94,0,16.0,0,0.9681654085986217
2006,M,FS,17,CHIPER Gheorghe,ROM,118.53,54.23,64.3,0,17.0,0,0.8433903576982893
2006,M,FS,18,DINEV Ivan,BUL,116.47,57.97,58.5,0,18.0,0,0.990940170940171
2006,M,FS,19,DAMBIER Frederic,FRA,116.42,55.92,62.5,2,19.0,1,0.8947200000000001
2006,M,FS,20,LINDEMANN Stefan,GER,112.05,51.05,62.0,0,20.0,0,0.8233870967741935
2006,M,FS,21,KOVALEVSKI Anton,UKR,109.43,53.93,57.5,2,21.0,1,0.9379130434782609
2006,M,FS,22,BERNTSSON Kristoffer,SWE,102.4,48.32,56.08,2,22.0,1,0.8616262482168331
2006,M,FS,23,PFEIFER Viktor,AUT,101.7,45.26,57.44,1,23.0,1,0.7879526462395543
2006,M,FS,24,TOTH Zoltan,HUN,90.4,42.2,50.2,2,24.0,1,0.8406374501992032
2006,W,SP,1,COHEN Sasha,USA,66.73,35.33,31.4,0,1.0,0,1.1251592356687898
2006,W,SP,2,SLUTSKAYA Irina,RUS,66.7,36.21,30.49,0,2.0,0,1.1876024926205313
2006,W,SP,3,ARAKAWA Shizuka,JPN,66.02,35.93,30.09,0,3.0,0,1.1940844134263875
2006,W,SP,4,SUGURI Fumie,JPN,61.75,32.61,29.14,0,4.0,0,1.1190803019903912
2006,W,SP,5,MEISSNER Kimmie,USA,59.4,34.2,25.2,0,5.0,0,1.3571428571428572
2006,W,SP,6,GEDEVANISHVILI Elene,GEO,57.9,33.25,24.65,0,6.0,0,1.3488843813387426
2006,W,SP,7,HUGHES Emily,USA,57.08,31.71,25.37,0,7.0,0,1.2499014584154513
2006,W,SP,8,ANDO Miki,JPN,56.0,29.12,26.88,0,8.0,0,1.0833333333333335
2006,W,SP,9,ROCHETTE Joannie,CAN,55.85,28.87,26.98,0,9.0,0,1.070051890289103
2006,W,SP,10,MEIER Sarah,SUI,55.57,30.69,24.88,0,10.0,0,1.2335209003215435
2006,W,SP,11,KOSTNER Carolina,ITA,53.77,26.25,28.52,1,11.0,1,0.9204067321178121
2006,W,SP,12,POYKIO Susanna,FIN,53.74,28.43,25.31,0,12.0,0,1.123271434215725
2006,W,SP,13,LIASHENKO Elena,UKR,52.35,27.47,24.88,0,13.0,0,1.1040996784565917
2006,W,SP,14,LEUNG Mira,CAN,50.61,29.38,21.23,0,14.0,0,1.3838907206782853
2006,W,SP,15,LIU Yan,CHN,49.84,27.24,22.6,0,15.0,0,1.2053097345132742
2006,W,SP,16,SEBESTYEN Julia,HUN,49.58,26.75,23.83,0,16.0,0,1.122534620226605
2006,W,SP,17,HEGEL Idora,CRO,47.06,26.74,20.32,0,17.0,0,1.3159448818897637
2006,W,SP,18,SOKOLOVA Elena,RUS,46.69,21.13,25.56,0,18.0,0,0.8266823161189358
2006,W,SP,19,PAVUK Viktoria,HUN,46.4,26.78,19.62,0,19.0,0,1.36493374108053
2006,W,SP,20,KORPI Kiira,FIN,44.84,23.84,21.0,0,20.0,0,1.1352380952380952
2006,W,SP,21,MAXWELL Fleur,LUX,44.53,24.33,20.2,0,21.0,0,1.2044554455445544
2006,W,SP,22,KARADEMIR Tugba,TUR,44.2,25.7,18.5,0,22.0,0,1.3891891891891892
2006,W,SP,23,FONTANA Silvia,ITA,42.47,19.87,22.6,0,23.0,0,0.8792035398230088
2006,W,SP,24,EFREMENKO Galina,UKR,41.25,20.43,21.82,1,24.0,1,0.9362969752520623
2006,W,SP,25,CARTER Joanne,AUS,40.86,21.21,20.65,1,25.0,1,1.0271186440677966
2006,W,SP,26,LUCA Roxana,ROM,39.37,21.49,17.88,0,26.0,0,1.2019015659955257
2006,W,SP,27,KIM Yong Suk,PRK,39.16,19.37,19.79,0,27.0,0,0.9787771601819102
2006,W,SP,28,GLEBOVA Elena,EST,38.47,21.06,18.41,1,28.0,1,1.1439435089625203
2006,W,SP,29,GIMAZETDINOVA Anastasia,UZB,38.44,19.06,19.38,0,29.0,0,0.9834881320949432
2006,W,FS,1,ARAKAWA Shizuka,JPN,125.32,62.32,63.0,0,1.0,0,0.9892063492063492
2006,W,FS,2,COHEN Sasha,USA,116.63,55.22,62.41,1,2.0,1,0.8847941035090531
2006,W,FS,3,SLUTSKAYA Irina,RUS,114.74,53.87,61.87,1,3.0,1,0.8706966219492485
2006,W,FS,4,SUGURI Fumie,JPN,113.48,54.23,59.25,0,4.0,0,0.9152742616033754
2006,W,FS,5,ROCHETTE Joannie,CAN,111.42,55.29,56.13,0,5.0,0,0.9850347407803313
2006,W,FS,6,MEISSNER Kimmie,USA,106.31,52.77,53.54,0,6.0,0,0.9856182293612253
2006,W,FS,7,HUGHES Emily,USA,103.79,53.82,50.97,1,7.0,1,1.0559152442613302
2006,W,FS,8,MEIER Sarah,SUI,100.56,49.31,51.25,0,8.0,0,0.9621463414634147
2006,W,FS,9,KOSTNER Carolina,ITA,99.73,43.84,55.89,0,9.0,0,0.7843979244945429
2006,W,FS,10,SOKOLOVA Elena,RUS,95.66,45.38,50.28,0,10.0,0,0.9025457438345267
2006,W,FS,11,LIU Yan,CHN,95.46,50.4,45.06,0,11.0,0,1.118508655126498
2006,W,FS,12,LEUNG Mira,CAN,94.55,51.83,42.72,0,12.0,0,1.213249063670412
2006,W,FS,13,GEDEVANISHVILI Elene,GEO,93.56,43.6,49.96,0,13.0,0,0.8726981585268214
2006,W,FS,14,KORPI Kiira,FIN,92.36,48.84,43.52,0,14.0,0,1.1222426470588236
2006,W,FS,15,POYKIO Susanna,FIN,89.48,40.54,49.94,1,15.0,1,0.8117741289547458
2006,W,FS,16,ANDO Miki,JPN,84.2,35.69,50.51,2,16.0,1,0.7065927539101168
2006,W,FS,17,EFREMENKO Galina,UKR,84.12,41.7,42.42,0,17.0,0,0.9830268741159831
2006,W,FS,18,LIASHENKO Elena,UKR,81.73,36.01,45.72,0,18.0,0,0.7876202974628171
2006,W,FS,19,HEGEL Idora,CRO,80.01,39.15,40.86,0,19.0,0,0.9581497797356828
2006,W,FS,20,SEBESTYEN Julia,HUN,79.68,34.86,45.82,1,20.0,1,0.7608031427324312
2006,W,FS,21,KARADEMIR Tugba,TUR,79.44,42.64,36.8,0,21.0,0,1.1586956521739131
2006,W,FS,22,FONTANA Silvia,ITA,77.9,35.67,42.23,0,22.0,0,0.8446601941747574
2006,W,FS,23,PAVUK Viktoria,HUN,73.45,36.58,37.87,1,23.0,1,0.9659360971745445
2006,W,FS,24,MAXWELL Fleur,LUX,65.04,26.77,39.27,1,24.0,1,0.6816908581614464
2010,M,SP,1,PLUSHENKO Evgeni,RUS,90.85,51.1,39.75,0,1.0,0,1.2855345911949685
2010,M,SP,2,LYSACEK Evan,USA,90.3,48.3,42.0,0,2.0,0,1.15
2010,M,SP,3,TAKAHASHI Daisuke,JPN,90.25,48.9,41.35,0,3.0,0,1.1825876662636032
2010,M,SP,4,ODA Nobunari,JPN,84.85,46.0,38.85,0,4.0,0,1.184041184041184
2010,M,SP,5,LAMBIEL Stephane,SUI,84.63,41.48,43.15,0,5.0,0,0.961297798377752
2010,M,SP,6,WEIR Johnny,USA,82.1,42.9,39.2,0,6.0,0,1.0943877551020407
2010,M,SP,7,CHAN Patrick,CAN,81.12,41.42,40.7,1,7.0,1,1.0176904176904176
2010,M,SP,8,KOZUKA Takahiko,JPN,79.59,42.14,37.45,0,8.0,0,1.125233644859813
2010,M,SP,9,BREZINA Michal,CZE,78.8,42.5,36.3,0,9.0,0,1.1707988980716255
2010,M,SP,10,TEN Denis,KAZ,76.24,41.24,35.0,0,10.0,0,1.1782857142857144
2010,M,SP,11,AMODIO Florent,FRA,75.35,41.9,33.45,0,11.0,0,1.2526158445440956
2010,M,SP,12,van der PERREN Kevin,BEL,72.9,39.2,33.7,0,12.0,0,1.1632047477744807
2010,M,SP,13,BORODULIN Artem,RUS,72.24,39.94,32.3,0,13.0,0,1.236532507739938
2010,M,SP,14,CONTESTI Samuel,ITA,70.6,36.6,35.0,1,14.0,1,1.0457142857142858
2010,M,SP,15,ABBOTT Jeremy,USA,69.4,30.7,38.7,0,15.0,0,0.79328165374677
2010,M,SP,16,FERNANDEZ Javier,ESP,68.69,37.64,31.05,0,16.0,0,1.2122383252818036
2010,M,SP,17,LINDEMANN Stefan,GER,68.5,37.7,30.8,0,17.0,0,1.224025974025974
2010,M,SP,18,JOUBERT Brian,FRA,68.0,31.9,37.1,1,18.0,1,0.8598382749326144
2010,M,SP,19,VERNER Tomas,CZE,65.32,30.02,36.3,1,19.0,1,0.8269972451790634
2010,M,SP,20,BACCHINI Paolo,ITA,64.42,34.82,29.6,0,20.0,0,1.1763513513513513
2010,M,SP,21,KOVALEVSKI Anton,UKR,63.81,36.66,27.15,0,21.0,0,1.3502762430939226
2010,M,SP,22,SCHULTHEISS Adrian,SWE,63.13,32.78,30.35,0,22.0,0,1.0800658978583195
2010,M,SP,23,PFEIFER Viktor,AUT,60.88,34.08,26.8,0,23.0,0,1.271641791044776
2010,M,SP,24,CHIPEUR Vaughn,CAN,57.22,30.22,27.0,0,24.0,0,1.1192592592592592
2010,M,SP,25,RI Song Chol,PRK,56.6,33.4,23.2,0,25.0,0,1.4396551724137931
2010,M,SP,26,RAKIMGALIEV Abzal,KAZ,55.88,32.48,23.4,0,26.0,0,1.388034188034188
2010,M,SP,27,URBAS Gregor,SLO,53.02,28.92,24.1,0,27.0,0,1.2
2010,M,SP,28,DOMANSKI Przemyslaw,POL,52.14,28.44,23.7,0,28.0,0,1.2000000000000002
2010,M,SP,29,KELEMEN Zoltan,ROU,51.95,27.4,25.55,1,29.0,1,1.0724070450097847
2010,M,SP,30,NURMENKARI Ari-Pekka,FIN,44.62,22.72,22.9,1,30.0,1,0.9921397379912664
2010,M,FS,1,LYSACEK Evan,USA,167.37,84.57,82.8,0,1.0,0,1.0213768115942028
2010,M,FS,2,PLUSHENKO Evgeni,RUS,165.51,82.71,82.8,0,2.0,0,0.9989130434782608
2010,M,FS,3,LAMBIEL Stephane,SUI,162.09,78.49,83.6,0,3.0,0,0.9388755980861244
2010,M,FS,4,CHAN Patrick,CAN,160.3,79.3,82.0,1,4.0,1,0.9670731707317073
2010,M,FS,5,TAKAHASHI Daisuke,JPN,156.98,73.48,84.5,1,5.0,1,0.8695857988165681
2010,M,FS,6,WEIR Johnny,USA,156.77,79.67,77.1,0,6.0,0,1.0333333333333334
2010,M,FS,7,ODA Nobunari,JPN,153.69,79.69,77.0,3,7.0,1,1.0349350649350648
2010,M,FS,8,KOZUKA Takahiko,JPN,151.6,78.4,74.2,1,8.0,1,1.0566037735849056
2010,M,FS,9,ABBOTT Jeremy,USA,149.56,71.56,79.0,1,9.0,1,0.9058227848101266
2010,M,FS,10,FERNANDEZ Javier,ESP,137.99,68.19,70.8,1,10.0,1,0.963135593220339
2010,M,FS,11,BREZINA Michal,CZE,137.93,67.43,71.5,1,11.0,1,0.9430769230769231
2010,M,FS,12,BORODULIN Artem,RUS,137.92,72.62,65.3,0,12.0,0,1.1120980091883614
2010,M,FS,13,SCHULTHEISS Adrian,SWE,137.31,74.01,63.3,0,13.0,0,1.1691943127962086
2010,M,FS,14,TEN Denis,KAZ,135.01,67.61,67.4,0,14.0,0,1.0031157270029674
2010,M,FS,15,AMODIO Florent,FRA,134.95,63.25,71.7,0,15.0,0,0.8821478382147838
2010,M,FS,16,JOUBERT Brian,FRA,132.22,59.12,74.1,1,16.0,1,0.7978407557354926
2010,M,FS,17,VERNER Tomas,CZE,119.42,52.62,67.8,1,17.0,1,0.7761061946902654
2010,M,FS,18,van der PERREN Kevin,BEL,116.94,54.04,62.9,0,18.0,0,0.859141494435612
2010,M,FS,19,CONTESTI Samuel,ITA,116.9,50.2,66.7,0,19.0,0,0.7526236881559221
2010,M,FS,20,PFEIFER Viktor,AUT,115.05,61.25,54.8,1,20.0,1,1.1177007299270074
2010,M,FS,21,CHIPEUR Vaughn,CAN,113.7,55.1,58.6,0,21.0,0,0.9402730375426621
2010,M,FS,22,BACCHINI Paolo,ITA,112.79,55.19,57.6,0,22.0,0,0.9581597222222221
2010,M,FS,23,LINDEMANN Stefan,GER,103.48,46.68,56.8,0,23.0,0,0.821830985915493
2010,M,FS,24,KOVALEVSKI Anton,UKR,102.09,49.99,55.1,3,24.0,1,0.9072595281306716
2010,W,SP,1,KIM Yu-Na,KOR,78.5,44.7,33.8,0,1.0,0,1.322485207100592
2010,W,SP,2,ASADA Mao,JPN,73.78,41.5,32.28,0,2.0,0,1.2856257744733581
2010,W,SP,3,ROCHETTE Joannie,CAN,71.36,39.2,32.16,0,3.0,0,1.218905472636816
2010,W,SP,4,ANDO Miki,JPN,64.76,34.8,29.96,0,4.0,0,1.1615487316421895
2010,W,SP,5,FLATT Rachael,USA,64.64,36.8,27.84,0,5.0,0,1.32183908045977
2010,W,SP,6,NAGASU Mirai,USA,63.76,37.0,26.76,0,6.0,0,1.3826606875934229
2010,W,SP,7,KOSTNER Carolina,ITA,63.02,33.34,29.68,0,7.0,0,1.1233153638814017
2010,W,SP,8,LEONOVA Alena,RUS,62.14,33.9,28.24,0,8.0,0,1.2004249291784703
2010,W,SP,9,GEDEVANISHVILI Elene,GEO,61.92,35.8,26.12,0,9.0,0,1.3705972434915772
2010,W,SP,10,LEPISTO Laura,FIN,61.36,32.88,28.48,0,10.0,0,1.154494382022472
2010,W,SP,11,SUZUKI Akiko,JPN,61.02,33.1,27.92,0,11.0,0,1.1855300859598854
2010,W,SP,12,MAKAROVA Ksenia,RUS,59.22,35.46,23.76,0,12.0,0,1.4924242424242424
2010,W,SP,13,SEBESTYEN Julia,HUN,57.46,30.7,26.76,0,13.0,0,1.147234678624813
2010,W,SP,14,PHANEUF Cynthia,CAN,57.16,31.8,26.36,1,14.0,1,1.2063732928679818
2010,W,SP,15,MEIER Sarah,SUI,56.7,30.7,26.0,0,15.0,0,1.1807692307692308
2010,W,SP,16,KWAK Min-Jung,KOR,53.16,31.4,21.76,0,16.0,0,1.4430147058823528
2010,W,SP,17,KORPI Kiira,FIN,52.96,27.72,26.24,1,17.0,1,1.0564024390243902
2010,W,SP,18,LEE Cheltzie,AUS,52.16,30.72,21.44,0,18.0,0,1.4328358208955223
2010,W,SP,19,LIU Yan,CHN,51.74,29.94,21.8,0,19.0,0,1.373394495412844
2010,W,SP,20,GLEBOVA Elena,EST,50.8,27.2,23.6,0,20.0,0,1.1525423728813557
2010,W,SP,21,KARADEMIR Tugba,TUR,50.74,28.74,22.0,0,21.0,0,1.3063636363636364
2010,W,SP,22,LAFUENTE Sonia,ESP,49.74,28.94,20.8,0,22.0,0,1.3913461538461538
2010,W,SP,23,HECKEN Sarah,GER,49.04,27.04,22.0,0,23.0,0,1.229090909090909
2010,W,SP,24,GIMAZETDINOVA Anastasia,UZB,49.02,27.94,21.08,0,24.0,0,1.3254269449715372
2010,W,SP,25,PIEMAN Isabelle,BEL,46.1,26.26,19.84,0,25.0,0,1.3235887096774195
2010,W,SP,26,ZIEGLER Miriam,AUT,43.84,24.8,20.04,1,26.0,1,1.2375249500998005
2010,W,SP,27,POSTIC Teodora,SLO,43.8,23.8,20.0,0,27.0,0,1.19
2010,W,SP,28,REITMAYEROVA Ivana,SVK,41.94,22.66,19.28,0,28.0,0,1.1753112033195021
2010,W,SP,29,McCORKELL Jenna,GBR,40.64,20.08,21.56,1,29.0,1,0.9313543599257885
2010,W,SP,30,JURKIEWICZ Anna,POL,36.1,16.78,19.32,0,30.0,0,0.8685300207039338
2010,W,FS,1,KIM Yu-Na,KOR,150.06,78.3,71.76,0,1.0,0,1.0911371237458192
2010,W,FS,2,ASADA Mao,JPN,131.72,64.68,67.04,0,2.0,0,0.9647971360381862
2010,W,FS,3,ROCHETTE Joannie,CAN,131.28,62.8,68.48,0,3.0,0,0.9170560747663551
2010,W,FS,4,LEPISTO Laura,FIN,126.61,63.89,62.72,0,4.0,0,1.0186543367346939
2010,W,FS,5,NAGASU Mirai,USA,126.39,65.83,60.56,0,5.0,0,1.0870211360634081
2010,W,FS,6,ANDO Miki,JPN,124.1,62.5,61.6,0,6.0,0,1.0146103896103895
2010,W,FS,7,SUZUKI Akiko,JPN,120.42,60.98,59.44,0,7.0,0,1.0259084791386273
2010,W,FS,8,FLATT Rachael,USA,117.85,59.37,58.48,0,8.0,0,1.015218878248974
2010,W,FS,9,MAKAROVA Ksenia,RUS,112.69,58.77,53.92,0,9.0,0,1.0899480712166172
2010,W,FS,10,LEONOVA Alena,RUS,110.32,55.84,54.48,0,10.0,0,1.02496328928047
2010,W,FS,11,KORPI Kiira,FIN,108.61,54.93,53.68,0,11.0,0,1.0232861400894189
2010,W,FS,12,KWAK Min-Jung,KOR,102.37,53.57,48.8,0,12.0,0,1.0977459016393443
2010,W,FS,13,PHANEUF Cynthia,CAN,99.46,48.94,51.52,1,13.0,1,0.9499223602484471
2010,W,FS,14,MEIER Sarah,SUI,96.11,43.87,52.24,0,14.0,0,0.8397779479326186
2010,W,FS,15,HECKEN Sarah,GER,94.9,50.98,43.92,0,15.0,0,1.1607468123861566
2010,W,FS,16,SEBESTYEN Julia,HUN,93.8,41.32,52.48,0,16.0,0,0.7873475609756098
2010,W,FS,17,GEDEVANISHVILI Elene,GEO,93.32,40.64,53.68,1,17.0,1,0.7570789865871833
2010,W,FS,18,LIU Yan,CHN,91.73,49.33,42.4,0,18.0,0,1.163443396226415
2010,W,FS,19,KOSTNER Carolina,ITA,88.88,34.84,57.04,3,19.0,1,0.6107994389901824
2010,W,FS,20,LEE Cheltzie,AUS,86.0,42.44,44.56,1,20.0,1,0.9524236983842009
2010,W,FS,21,LAFUENTE Sonia,ESP,83.77,43.97,40.8,1,21.0,1,1.0776960784313725
2010,W,FS,22,GLEBOVA Elena,EST,83.39,39.11,45.28,1,22.0,1,0.8637367491166077
2010,W,FS,23,GIMAZETDINOVA Anastasia,UZB,82.63,41.47,42.16,1,23.0,1,0.9836337760910816
2010,W,FS,24,KARADEMIR Tugba,TUR,78.8,37.64,42.16,1,24.0,1,0.8927893738140419
2014,M,SP,1,HANYU Yuzuru,JPN,101.45,54.84,46.61,0,1.0,0,1.1765715511692771
2014,M,SP,2,CHAN Patrick,CAN,97.52,50.34,47.18,0,2.0,0,1.0669775328529039
2014,M,SP,3,FERNANDEZ Javier,ESP,86.98,43.87,43.11,0,3.0,0,1.0176293203433078
2014,M,SP,4,TAKAHASHI Daisuke,JPN,86.4,41.75,44.65,0,4.0,0,0.9350503919372901
2014,M,SP,5,LIEBERS Peter,GER,86.04,47.26,38.78,0,5.0,0,1.2186694172253738
2014,M,SP,6,BROWN Jason,USA,86.0,45.39,40.61,0,6.0,0,1.1177049987687762
2014,M,SP,7,JOUBERT Brian,FRA,85.84,45.11,40.73,0,7.0,0,1.1075374416891726
2014,M,SP,8,YAN Han,CHN,85.66,44.94,40.72,0,8.0,0,1.1036345776031433
2014,M,SP,9,TEN Denis,KAZ,84.06,43.49,41.57,1,9.0,1,1.0461871541977388
2014,M,SP,10,MAJOROV Alexander,SWE,83.81,45.52,38.29,0,10.0,0,1.188822146774615
2014,M,SP,11,MACHIDA Tatsuki,JPN,83.48,40.98,42.5,0,11.0,0,0.964235294117647
2014,M,SP,12,BREZINA Michal,CZE,81.95,42.2,39.75,0,12.0,0,1.0616352201257861
2014,M,SP,13,VERNER Tomas,CZE,81.09,42.11,39.98,1,13.0,1,1.0532766383191596
2014,M,SP,14,AMODIO Florent,FRA,75.58,35.79,39.79,0,14.0,0,0.8994722292033174
2014,M,SP,15,ABBOTT Jeremy,USA,72.58,37.21,37.37,2,15.0,1,0.9957184907679958
2014,M,SP,16,HENDRICKX Jorik,BEL,72.52,39.88,32.64,0,16.0,0,1.2218137254901962
2014,M,SP,17,REYNOLDS Kevin,CAN,68.76,33.98,36.78,2,17.0,1,0.9238716693855356
2014,M,SP,18,GE Misha,UZB,68.07,35.64,32.43,0,18.0,0,1.0989824236817762
2014,M,SP,19,MARTINEZ Michael Christian,PHI,64.81,33.31,31.5,0,19.0,0,1.0574603174603174
2014,M,SP,20,RAKIMGALIEV Abzal,KAZ,64.18,34.5,29.68,0,20.0,0,1.162398921832884
2014,M,SP,21,GODOROZHA Yakov,UKR,62.65,34.08,28.57,0,21.0,0,1.192859642982149
2014,M,SP,22,BYCHENKO Alexei,ISR,62.44,32.05,31.39,1,22.0,1,1.0210258043963045
2014,M,SP,23,ROMANENKOV Viktor,EST,61.55,34.16,27.39,0,23.0,0,1.2471705001825482
2014,M,SP,24,KELEMEN Zoltan,ROU,60.41,30.4,30.01,0,24.0,0,1.0129956681106298
2014,M,SP,25,RAYA Javier,ESP,59.76,28.91,30.85,0,25.0,0,0.9371150729335493
2014,M,SP,26,PFEIFER Viktor,AUT,56.6,25.23,31.37,0,26.0,0,0.8042715970672617
2014,M,SP,27,PARKINSON Paul Bonifacio,ITA,56.3,28.91,28.39,1,27.0,1,1.0183163085593518
2014,M,SP,28,FIRUS Liam,CAN,55.04,27.47,29.57,2,28.0,1,0.9289820764288129
