year,skater,sp_total,sp_tes,sp_pc,quads_in_sp,fs_total,fs_tes,fs_pc,quads_in_fs,total_quads,total_score,tes_total,pcs_total,tes_pcs_ratio,score_momentum,quad_era
2024,Chiu,78.0,40.02,37.98,1,149.21,75.35,73.86,2,3,227.21,115.37,111.84,1.031562947067239,71.21000000000001,1
2024,Daniliants,73.46,41.31,32.15,1,140.53,75.03,65.5,1,2,213.99,116.34,97.65,1.1913978494623656,67.07000000000001,1
2024,Economides,74.02,38.65,36.37,0,143.08,68.79,74.29,0,0,217.10000000000002,107.44,110.66,0.9709018615579252,69.06000000000002,1
2024,Egadze,92.08,53.5,38.58,2,149.47,76.64,74.83,3,5,241.55,130.14,113.41,1.147517855568292,57.39,1
2024,Frangipani,82.63,44.73,38.9,2,148.75,72.63,76.12,2,4,231.38,117.35999999999999,115.02000000000001,1.0203442879499216,66.12,1
2024,Gorodnitsky,80.49,43.03,37.46,0,162.76,83.54,79.22,0,0,243.25,126.57000000000001,116.68,1.0847617415152555,82.27,1
2024,Kagiyama,106.35,59.89,46.46,2,203.3,110.69,93.61,3,5,309.65,170.57999999999998,140.07,1.2178196615977726,96.95000000000002,1
2024,Kim,74.89,40.17,34.72,0,147.9,80.93,66.97,1,1,222.79000000000002,121.10000000000001,101.69,1.1908742255875702,73.01,1
2024,Lee,73.23,40.34,34.89,1,134.36,70.76,64.6,1,2,207.59000000000003,111.10000000000001,99.49,1.1166951452407279,61.13000000000001,1
2024,Malinin,105.97,61.3,44.67,2,227.79,137.18,90.61,6,8,333.76,198.48000000000002,135.28,1.4671791839148434,121.82,1
2024,Memola,93.1,53.38,39.72,1,160.02,79.63,80.39,1,2,253.12,133.01,120.11,1.1074015485804678,66.92000000000002,1
2024,Miura,85.0,43.71,42.29,2,169.72,89.77,81.95,4,6,254.72,133.48,124.24000000000001,1.0743721828718606,84.72,1
2024,Nordebäck,76.2,40.37,35.83,0,135.25,64.59,70.66,0,0,211.45,104.96000000000001,106.49,0.9856324537515261,59.05,1
2024,Pulkinen,78.85,41.2,38.65,1,141.01,68.04,73.97,1,2,219.85999999999999,109.24000000000001,112.62,0.9699875688154858,62.16,1
2024,Sadovsky,84.28,45.68,38.6,1,137.29,60.6,76.69,2,3,221.57,106.28,115.28999999999999,0.9218492497181022,53.00999999999999,1
2024,Selevko,84.08,43.95,40.13,1,163.49,81.44,82.05,1,2,247.57,125.39,122.18,1.0262727123915534,79.41000000000001,1
2024,Shaidorov,80.02,43.93,36.09,2,154.17,83.51,72.66,4,6,234.19,127.44,108.75,1.1718620689655173,74.14999999999999,1
2024,Siao Him Fa,77.49,36.2,42.29,2,206.9,116.83,92.07,4,6,284.39,153.03,134.35999999999999,1.138955046144686,129.41000000000003,1
2024,Uno,107.72,60.49,47.23,2,173.13,86.29,88.84,4,6,280.85,146.78,136.07,1.0787094877636512,65.41,1
2024,Vasiljevs,89.42,45.81,43.61,0,168.38,80.73,87.65,0,0,257.8,126.54,131.26,0.9640408349840013,78.96,1
