year,gender,final_rank,skater,nation,total_tss,sp_rank,fs_rank,tss_sp,tes_sp,pcs_sp,tss_fs,tes_fs,pcs_fs,tes_total,pcs_total,medal,skater_status,final_rank_num,tech_dominance_pct,is_medal,is_gold,rank_change,score_momentum,tes_pcs_ratio
2010,W,8,SUZUKI Akiko,JPN,181.44,11,7.0,61.02,33.1,27.92,120.42,60.98,59.44,94.08,87.36,0,COMPLETED,8.0,0.5185,0,0,4.0,59.4,1.0769230769230769
2010,W,9,LEONOVA Alena,RUS,172.46,8,10.0,62.14,33.9,28.24,110.32,55.84,54.48,89.74,82.72,0,COMPLETED,9.0,0.5204,0,0,-2.0,48.17999999999999,1.0848646034816247
2010,W,10,MAKAROVA Ksenia,RUS,171.91,12,9.0,59.22,35.46,23.76,112.69,58.77,53.92,94.23,77.68,0,COMPLETED,10.0,0.5481,0,0,3.0,53.47,1.213053553038105
2010,W,11,KORPI Kiira,FIN,161.57,17,11.0,52.96,27.72,26.24,108.61,54.93,53.68,82.65,79.92,0,COMPLETED,11.0,0.5084000000000001,0,0,6.0,55.65,1.0341591591591592
2010,W,12,PHANEUF Cynthia,CAN,156.62,14,13.0,57.16,31.8,26.36,99.46,48.94,51.52,80.74,77.88,0,COMPLETED,12.0,0.509,0,0,1.0,42.3,1.036723163841808
2010,W,13,KWAK Min-Jung,KOR,155.53,16,12.0,53.16,31.4,21.76,102.37,53.57,48.8,84.97,70.56,0,COMPLETED,13.0,0.5463,0,0,4.0,49.21000000000001,1.2042233560090703
2010,W,14,GEDEVANISHVILI Elene,GEO,155.24,9,17.0,61.92,35.8,26.12,93.32,40.64,53.68,76.44,79.8,0,COMPLETED,14.0,0.4892,0,0,-8.0,31.39999999999999,0.9578947368421052
2010,W,15,MEIER Sarah,SUI,152.81,15,14.0,56.7,30.7,26.0,96.11,43.87,52.24,74.57,78.24,0,COMPLETED,15.0,0.488,0,0,1.0,39.41,0.9530930470347648
2010,W,16,KOSTNER Carolina,ITA,151.9,7,19.0,63.02,33.34,29.68,88.88,34.84,57.04,68.18,86.72,0,COMPLETED,16.0,0.44020000000000004,0,0,-12.0,25.859999999999992,0.7862084870848709
2010,W,17,SEBESTYEN Julia,HUN,151.26,13,16.0,57.46,30.7,26.76,93.8,41.32,52.48,72.02,79.24,0,COMPLETED,17.0,0.47609999999999997,0,0,-3.0,36.339999999999996,0.908884401817264
2010,W,18,HECKEN Sarah,GER,143.94,23,15.0,49.04,27.04,22.0,94.9,50.98,43.92,78.02,65.92,0,COMPLETED,18.0,0.542,0,0,8.0,45.86000000000001,1.1835558252427183
2010,W,19,LIU Yan,CHN,143.47,19,18.0,51.74,29.94,21.8,91.73,49.33,42.4,79.27,64.2,0,COMPLETED,19.0,0.5525,0,0,1.0,39.99,1.2347352024922118
2010,W,20,LEE Cheltzie,AUS,138.16,18,20.0,52.16,30.72,21.44,86.0,42.44,44.56,73.16,66.0,0,COMPLETED,20.0,0.5257000000000001,0,0,-2.0,33.84,1.1084848484848484
2010,W,21,GLEBOVA Elena,EST,134.19,20,22.0,50.8,27.2,23.6,83.39,39.11,45.28,66.31,68.88,0,COMPLETED,21.0,0.4905,0,0,-2.0,32.59,0.9626887340301975
2010,W,22,LAFUENTE Sonia,ESP,133.51,22,21.0,49.74,28.94,20.8,83.77,43.97,40.8,72.91,61.6,0,COMPLETED,22.0,0.542,0,0,1.0,34.029999999999994,1.183603896103896
2010,W,23,GIMAZETDINOVA Anastasia,UZB,131.65,24,23.0,49.02,27.94,21.08,82.63,41.47,42.16,69.41,63.24,0,COMPLETED,23.0,0.5233,0,0,1.0,33.60999999999999,1.0975648323845666
2010,W,24,KARADEMIR Tugba,TUR,129.54,21,24.0,50.74,28.74,22.0,78.8,37.64,42.16,66.38,64.16,0,COMPLETED,24.0,0.5085000000000001,0,0,-3.0,28.059999999999995,1.0346009975062345
2010,W,FNR,PIEMAN Isabelle,BEL,0.0,25,0.0,46.1,26.26,19.84,0.0,0.0,0.0,26.26,19.84,0,FNR,,0.5696,0,0,25.0,-46.1,1.3235887096774195
2010,W,FNR,ZIEGLER Miriam,AUT,0.0,26,0.0,43.84,24.8,20.04,0.0,0.0,0.0,24.8,20.04,0,FNR,,0.5531,0,0,26.0,-43.84,1.2375249500998005
2010,W,FNR,POSTIC Teodora,SLO,0.0,27,0.0,43.8,23.8,20.0,0.0,0.0,0.0,23.8,20.0,0,FNR,,0.5434,0,0,27.0,-43.8,1.19
2010,W,FNR,REITMAYEROVA Ivana,SVK,0.0,28,0.0,41.94,22.66,19.28,0.0,0.0,0.0,22.66,19.28,0,FNR,,0.5403,0,0,28.0,-41.94,1.1753112033195021
2010,W,FNR,McCORKELL Jenna,GBR,0.0,29,0.0,40.64,20.08,21.56,0.0,0.0,0.0,20.08,21.56,0,FNR,,0.48219999999999996,0,0,29.0,-40.64,0.9313543599257885
2010,W,FNR,JURKIEWICZ Anna,POL,0.0,30,0.0,36.1,16.78,19.32,0.0,0.0,0.0,16.78,19.32,0,FNR,,0.4648,0,0,30.0,-36.1,0.8685300207039338
2006,M,1,PLUSHENKO Evgeni,   RUS,258.33,1,1.0,90.66,49.69,40.97,167.67,85.25,82.42,134.94,123.39,1,COMPLETED,1.0,0.5224,1,1,0.0,77.00999999999999,1.0936056406515924
2006,M,2,LAMBIEL Stephane,   SUI,231.21,3,4.0,79.04,40.61,38.43,152.17,76.89,76.28,117.5,114.71,2,COMPLETED,2.0,0.506,1,0,-1.0,73.12999999999998,1.0243222038183246
2006,M,3,BUTTLE Jeffrey,   CAN,227.59,6,2.0,73.29,37.01,37.28,154.3,76.8,78.5,113.81,115.78,3,COMPLETED,3.0,0.49570000000000003,1,0,4.0,81.01,0.982984971497668
2006,M,4,LYSACEK Evan,   USA,220.13,10,3.0,67.55,33.8,34.75,152.58,78.24,74.34,112.04,109.09,0,COMPLETED,4.0,0.5067,0,0,7.0,85.03000000000002,1.027041892015767
2006,M,5,WEIR Johnny,   USA,216.63,2,6.0,80.0,40.99,39.01,136.63,61.27,75.36,102.26,114.37,0,COMPLETED,5.0,0.47200000000000003,0,0,-4.0,56.629999999999995,0.8941155897525574
2006,M,6,JOUBERT Brian,   FRA,212.89,4,7.0,77.77,40.59,37.18,135.12,62.54,73.58,103.13,110.76,0,COMPLETED,6.0,0.48219999999999996,0,0,-3.0,57.35000000000001,0.9311123149151317
2006,M,7,SAVOIE Matthew,   USA,206.67,8,5.0,69.15,35.22,33.93,137.52,65.8,71.72,101.02,105.65,0,COMPLETED,7.0,0.4888,0,0,3.0,68.37,0.9561760530052058
2006,M,8,TAKAHASHI Daisuke,   JPN,204.89,5,9.0,73.77,38.45,35.32,131.12,58.82,73.3,97.27,108.62,0,COMPLETED,8.0,0.47240000000000004,0,0,-4.0,57.35000000000001,0.8955072730620511
2006,M,9,VAN DER PERREN Kevin,   BEL,197.39,13,8.0,65.36,33.5,32.86,132.03,66.01,66.02,99.51,98.88,0,COMPLETED,9.0,0.5015999999999999,0,0,5.0,66.67,1.006371359223301
2006,M,10,ZHANG Min,   CHN,196.27,11,11.0,67.39,36.29,31.1,128.88,65.16,63.72,101.45,94.82,0,COMPLETED,10.0,0.5169,0,0,0.0,61.489999999999995,1.0699219573929553
2006,M,11,KLIMKIN Ilia,   RUS,191.8,18,10.0,61.61,29.9,31.71,130.19,65.97,65.22,95.87,96.93,0,COMPLETED,11.0,0.49729999999999996,0,0,8.0,68.58,0.9890642731868359
2006,M,12,SAWYER Shawn,   CAN,190.83,12,12.0,67.2,35.02,32.18,123.63,55.13,68.5,90.15,100.68,0,COMPLETED,12.0,0.47240000000000004,0,0,0.0,56.42999999999999,0.8954112038140644
2006,M,13,SANDHU Emanuel,   CAN,190.24,7,14.0,69.75,33.0,37.75,120.49,52.27,70.22,85.27,107.97,0,COMPLETED,13.0,0.4413,0,0,-7.0,50.739999999999995,0.7897564138186532
2006,M,14,CHIPER Gheorghe,   ROM,186.19,9,17.0,67.66,37.12,30.54,118.53,54.23,64.3,91.35,94.84,0,COMPLETED,14.0,0.49060000000000004,0,0,-8.0,50.870000000000005,0.9632011809363137
2006,M,15,DAVYDOV Sergei,   BLR,184.59,14,16.0,64.65,35.58,29.07,119.94,59.0,60.94,94.58,90.01,0,COMPLETED,15.0,0.5124,0,0,-2.0,55.28999999999999,1.0507721364292855
2006,M,16,LI Chengjiang,   CHN,182.21,21,13.0,60.23,30.55,30.68,121.98,66.04,56.94,96.59,87.62,0,COMPLETED,16.0,0.5243,0,0,8.0,61.75000000000001,1.1023738872403561
2006,M,17,DINEV Ivan,   BUL,180.11,15,18.0,63.64,34.29,29.35,116.47,57.97,58.5,92.26,87.85,0,COMPLETED,17.0,0.5122,0,0,-3.0,52.83,1.0501992031872511
2006,M,18,VERNER Tomas,   CZE,180.07,22,15.0,59.71,30.25,29.46,120.36,63.14,57.22,93.39,86.68,0,COMPLETED,18.0,0.5186,0,0,7.0,60.65,1.0774111675126903
2006,M,19,DAMBIER Frederic,   FRA,177.59,19,19.0,61.17,30.48,31.69,116.42,55.92,62.5,86.4,94.19,0,COMPLETED,19.0,0.47840000000000005,0,0,0.0,55.25,0.9172948295997453
2006,M,20,KOVALEVSKI Anton,   UKR,172.84,16,21.0,63.41,33.95,29.46,109.43,53.93,57.5,87.88,86.96,0,COMPLETED,20.0,0.5025999999999999,0,0,-5.0,46.02000000000001,1.0105795768169274
2006,M,21,LINDEMANN Stefan,   GER,172.57,20,20.0,60.52,27.94,32.58,112.05,51.05,62.0,78.99,94.58,0,COMPLETED,21.0,0.4551,0,0,0.0,51.529999999999994,0.8351659970395432
2006,M,22,PFEIFER Viktor,   AUT,163.87,17,23.0,62.17,34.28,27.89,101.7,45.26,57.44,79.54,85.33,0,COMPLETED,22.0,0.4824,0,0,-6.0,39.53,0.9321457869448027
2006,M,23,BERNTSSON Kristoffer,   SWE,161.95,23,22.0,59.55,31.34,28.21,102.4,48.32,56.08,79.66,84.29,0,COMPLETED,23.0,0.48590000000000005,0,0,1.0,42.85000000000001,0.9450705896310356
2006,M,24,TOTH Zoltan,   HUN,145.47,24,24.0,55.07,29.67,25.4,90.4,42.2,50.2,71.87,75.6,0,COMPLETED,24.0,0.4874,0,0,0.0,35.330000000000005,0.9506613756613758
2006,M,FNR,ZELENKA Karel,   ITA,0.0,25,0.0,53.46,27.96,26.5,0.0,0.0,0.0,27.96,26.5,0,FNR,,0.5134000000000001,0,0,25.0,-53.46,1.0550943396226415
2006,M,FNR,ZIVANOVIC Trifun,   SCG,0.0,26,0.0,53.4,29.44,23.96,0.0,0.0,0.0,29.44,23.96,0,FNR,,0.5513,0,0,26.0,-53.4,1.2287145242070117
2006,M,FNR,OTHMAN Jamal,   SUI,0.0,27,0.0,52.18,24.46,27.72,0.0,0.0,0.0,24.46,27.72,0,FNR,,0.46880000000000005,0,0,27.0,-52.18,0.8823953823953825
2006,M,FNR,MURVANIDZE Vakhtang,   GEO,0.0,28,0.0,49.68,24.32,26.36,0.0,0.0,0.0,24.32,26.36,0,FNR,,0.4799,0,0,28.0,-49.68,0.9226100151745069
2006,M,FNR,URBAS Gregor,   SLO,0.0,29,0.0,46.48,20.28,26.2,0.0,0.0,0.0,20.28,26.2,0,FNR,,0.4363,0,0,29.0,-46.48,0.7740458015267176
2006,M,FNR,HAN Jong In,   PRK,0.0,30,0.0,42.11,19.5,22.62,0.0,0.0,0.0,19.5,22.62,0,FNR,,0.46299999999999997,0,0,30.0,-42.11,0.8620689655172413
2006,W,1,ARAKAWA Shizuka,   JPN,191.34,3,1.0,66.02,35.93,30.09,125.32,62.32,63.0,98.25,93.09,1,COMPLETED,1.0,0.5135000000000001,1,1,2.0,59.3,1.0554302288108282
2006,W,2,COHEN Sasha,   USA,183.36,1,2.0,66.73,35.33,31.4,116.63,55.22,62.41,90.55,93.81,2,COMPLETED,2.0,0.49119999999999997,1,0,-1.0,49.89999999999999,0.9652489073659524
2006,W,3,SLUTSKAYA Irina,   RUS,181.44,2,3.0,66.7,36.21,30.49,114.74,53.87,61.87,90.08,92.36,3,COMPLETED,3.0,0.4938,1,0,-1.0,48.03999999999999,0.9753139887397142
2006,W,4,SUGURI Fumie,   JPN,175.23,4,4.0,61.75,32.61,29.14,113.48,54.23,59.25,86.84,88.39,0,COMPLETED,4.0,0.49560000000000004,0,0,0.0,51.730000000000004,0.9824640796470189
2006,W,5,ROCHETTE Joannie,   CAN,167.27,9,5.0,55.85,28.87,26.98,111.42,55.29,56.13,84.16,83.11,0,COMPLETED,5.0,0.5031,0,0,4.0,55.57,1.012633858741427
2006,W,6,MEISSNER Kimmie,   USA,165.71,5,6.0,59.4,34.2,25.2,106.31,52.77,53.54,86.97,78.74,0,COMPLETED,6.0,0.5247999999999999,0,0,-1.0,46.910000000000004,1.1045212090424181
2006,W,7,HUGHES Emily,   USA,160.87,7,7.0,57.08,31.71,25.37,103.79,53.82,50.97,85.53,76.34,0,COMPLETED,7.0,0.5284,0,0,0.0,46.71000000000001,1.1203824993450353
2006,W,8,MEIER Sarah,   SUI,156.13,10,8.0,55.57,30.69,24.88,100.56,49.31,51.25,80.0,76.13,0,COMPLETED,8.0,0.5124,0,0,2.0,44.99,1.050834099566531
2006,W,9,KOSTNER Carolina,   ITA,153.5,11,9.0,53.77,26.25,28.52,99.73,43.84,55.89,70.09,84.41,0,COMPLETED,9.0,0.4537,0,0,2.0,45.96,0.8303518540457292
2006,W,10,GEDEVANISHVILI Elene,   GEO,151.46,6,13.0,57.9,33.25,24.65,93.56,43.6,49.96,76.85,74.61,0,COMPLETED,10.0,0.5074000000000001,0,0,-7.0,35.660000000000004,1.0300227851494437
2006,W,11,LIU Yan,   CHN,145.3,15,11.0,49.84,27.24,22.6,95.46,50.4,45.06,77.64,67.66,0,COMPLETED,11.0,0.5343,0,0,4.0,45.61999999999999,1.147502216967189
2006,W,12,LEUNG Mira,   CAN,145.16,14,12.0,50.61,29.38,21.23,94.55,51.83,42.72,81.21,63.95,0,COMPLETED,12.0,0.5595,0,0,2.0,43.94,1.2698983580922594
2006,W,13,POYKIO Susanna,   FIN,143.22,12,15.0,53.74,28.43,25.31,89.48,40.54,49.94,68.97,75.25,0,COMPLETED,13.0,0.4782,0,0,-3.0,35.74,0.9165448504983389
2006,W,14,SOKOLOVA Elena,   RUS,142.35,18,10.0,46.69,21.13,25.56,95.66,45.38,50.28,66.51,75.84,0,COMPLETED,14.0,0.4672,0,0,8.0,48.97,0.8769778481012659
2006,W,15,ANDO Miki,   JPN,140.2,8,16.0,56.0,29.12,26.88,84.2,35.69,50.51,64.81,77.39,0,COMPLETED,15.0,0.4558,0,0,-8.0,28.200000000000003,0.8374466985398631
2006,W,16,KORPI Kiira,   FIN,137.2,20,14.0,44.84,23.84,21.0,92.36,48.84,43.52,72.68,64.52,0,COMPLETED,16.0,0.5297,0,0,6.0,47.519999999999996,1.1264724116553009
2006,W,17,LIASHENKO Elena,   UKR,134.08,13,18.0,52.35,27.47,24.88,81.73,36.01,45.72,63.48,70.6,0,COMPLETED,17.0,0.47340000000000004,0,0,-5.0,29.380000000000003,0.8991501416430595
2006,W,18,SEBESTYEN Julia,   HUN,129.26,16,20.0,49.58,26.75,23.83,79.68,34.86,45.82,61.61,69.65,0,COMPLETED,18.0,0.4694,0,0,-4.0,30.10000000000001,0.8845656855707106
2006,W,19,HEGEL Idora,   CRO,127.07,17,19.0,47.06,26.74,20.32,80.01,39.15,40.86,65.89,61.18,0,COMPLETED,19.0,0.5185,0,0,-2.0,32.95,1.0769859431186664
2006,W,20,EFREMENKO Galina,   UKR,125.37,24,17.0,41.25,20.43,21.82,84.12,41.7,42.42,62.13,64.24,0,COMPLETED,20.0,0.4917,0,0,7.0,42.870000000000005,0.9671544209215444
2006,W,21,KARADEMIR Tugba,   TUR,123.64,22,21.0,44.2,25.7,18.5,79.44,42.64,36.8,68.34,55.3,0,COMPLETED,21.0,0.5527000000000001,0,0,1.0,35.239999999999995,1.2358047016274865
2006,W,22,FONTANA Silvia,   ITA,120.37,23,22.0,42.47,19.87,22.6,77.9,35.67,42.23,55.54,64.83,0,COMPLETED,22.0,0.46140000000000003,0,0,1.0,35.43000000000001,0.8567021440691038
2006,W,23,PAVUK Viktoria,   HUN,119.85,19,23.0,46.4,26.78,19.62,73.45,36.58,37.87,63.36,57.49,0,COMPLETED,23.0,0.5243,0,0,-4.0,27.050000000000004,1.1021047138632805
2006,W,24,MAXWELL Fleur,   LUX,109.57,21,24.0,44.53,24.33,20.2,65.04,26.77,39.27,51.1,59.47,0,COMPLETED,24.0,0.4622,0,0,-3.0,20.510000000000005,0.859256768118379
2006,W,FNR,CARTER Joanne,   AUS,0.0,25,0.0,40.86,21.21,20.65,0.0,0.0,0.0,21.21,20.65,0,FNR,,0.5067,0,0,25.0,-40.86,1.0271186440677966
2006,W,FNR,LUCA Roxana,   ROM,0.0,26,0.0,39.37,21.49,17.88,0.0,0.0,0.0,21.49,17.88,0,FNR,,0.5458,0,0,26.0,-39.37,1.2019015659955257
2006,W,FNR,KIM Yong Suk,   PRK,0.0,27,0.0,39.16,19.37,19.79,0.0,0.0,0.0,19.37,19.79,0,FNR,,0.4946,0,0,27.0,-39.16,0.9787771601819102
2006,W,FNR,GLEBOVA Elena,   EST,0.0,28,0.0,38.47,21.06,18.41,0.0,0.0,0.0,21.06,18.41,0,FNR,,0.5336,0,0,28.0,-38.47,1.1439435089625203
2006,W,FNR,GIMAZETDINOVA Anastasia,   UZB,0.0,29,0.0,38.44,19.06,19.38,0.0,0.0,0.0,19.06,19.38,0,FNR,,0.49579999999999996,0,0,29.0,-38.44,0.9834881320949432
